,CL:0000057,CL:0000084,CL:0000115,CL:0000182,CL:0000232,CL:0000235,CL:0000576,CL:0000775,CL:0000786,CL:0000814,CL:0002538,CL:1000398,CL:2000055,CL:0000064,CL:0000097,CL:0000151,CL:0000160,CL:0000192,CL:0000236,CL:0000319,CL:0000624,CL:0000625,CL:0000646,CL:0002320,CL:0005006,CL:1000329,CL:1000330,CL:0000037,CL:0000049,CL:0000094,CL:0000233,CL:0000767,CL:0000784,CL:0000787,CL:0000788,CL:0000860,CL:0000875,CL:0000895,CL:0000897,CL:0000908,CL:0000921,CL:0000980,CL:0002394,CL:0000499,CL:0000815,CL:0000841,CL:0000909,CL:0001044,CL:0001050,CL:0001065,CL:0002393,CL:0002399,CL:0000068,CL:0000185,CL:0000492,CL:0000669,CL:0002138,CL:0002503,CL:0002623,CL:0009005,CL:0000900,CL:0000066,CL:0000312,CL:0000738,CL:0002144,CL:0002543,CL:0002573,CL:0002673,CL:1000413,CL:0000359,CL:0002326,CL:4006000,CL:0000067,CL:0002149,CL:0002366,CL:0000034,CL:0000114,CL:0000129,CL:0000136,CL:0000148,CL:0000287,CL:0000451,CL:0000575,CL:0000636,CL:0000681,CL:0000748,CL:0000764,CL:0002303,CL:0002363,CL:0002585,CL:0002586,CL:1000432,CL:1000436,CL:0000134,CL:0000186,CL:0000187,CL:0000188,CL:0000453,CL:0000794,CL:0000038,CL:0000746,CL:0002548,CL:0010008,CL:0000169,CL:0000171,CL:0000763,CL:0002064,CL:0002079,CL:0002275,CL:0002410,CL:0000019,CL:0000158,CL:0002340,CL:0002341,CL:0000077,CL:0000189,CL:0000190,CL:0000388,CL:0002139,CL:0008011,CL:0000807,CL:0000808,CL:0000823,CL:0000893,CL:0000894,CL:0002038,CL:0002365,CL:0002677,CL:1001428,CL:0000131,CL:0000584,CL:0002071,CL:0002250,CL:0009009,CL:0009011,CL:0009016,CL:0019032,CL:1000320,CL:1001516,CL:0000071,CL:0002062,CL:0002063,CL:0002370,CL:0002598,CL:0017000,CL:1000271,CL:1000331,CL:2000016,CL:0009012,CL:0009017,CL:1000334,CL:1000343,CL:1000495,CL:1001589,CL:0002518
CL:0000158,0.7765603788270812,0.6352182650494055,0.7503679321403903,,,0.6548969011324355,0.7164453280895418,0.6263436195672201,0.39361832072968744,0.6377137897674852,,,,,0.5379153262766908,,,0.7872972620868033,0.4411773426420494,,0.4729881234171073,0.6405866997762619,0.393030333445248,,,,,,,,,0.6142300486667907,0.4586314646470357,,,0.5662630890696796,0.43416176827551667,,,,,,,0.4178711281981996,,,,0.5335190968025315,0.5506138592157214,,0.5003224016751481,,,,,0.7893346738845959,0.4873074315570745,0.8683299975223631,,,,0.5369107923768468,,,0.7218426393984188,0.731180404724949,,,0.7150359714224993,0.846327705665267,,,,,,,,,,,,0.492270454512222,,,,,,,,,,,,,0.6522702213878092,,,,,0.5363117116621219,,,,,,0.7393775820949331,,,,,0.45153372480771636,0.0,0.5598929041537651,0.43997841714886676,0.5071073369273696,,,,,,,,,,,,,,,,,,,,,,,,,0.6583504734111902,0.27133827517340825,0.18279607097238185,0.3611004352145719,0.8044089159216214,0.37734527234259646,0.32844610551464953,0.1815568578647168,0.6274658074306626,,,,,,,
CL:0000160,0.8621493915475087,1.0,0.9301368558473034,,,1.0,0.8008873069243898,0.7713675072053826,0.8292629939746309,,,,,0.8094978968590009,0.6958930325554165,0.529305842260273,0.0,0.9608936870922948,0.7210386816027604,0.3325556301921221,0.641847035706299,0.6585063372942935,0.7517301313607713,0.9289810284667639,0.8392014615787117,0.30547329797978795,0.3255744780366566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597639990555064,0.37024080287119565,0.26958352231709315,0.3953099847258109,0.4268704523863326,0.2822682776953481,0.3419582302155594,0.37121652294907415,0.34787927994150103,0.3700792286308562,,,,,,,,,,0.46420562190052556,0.5793118653802846,0.528470658778287,0.39350969510396444,0.4380513744281743,0.6282183839014346,
CL:0000169,0.43344367601818495,0.40953285683415647,0.3556580872608539,,,,,,0.5746644627607371,0.4705283658168328,,,,,0.8300528050824402,,,,0.47748770171831406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08152364428855409,0.47997399202054863,0.11389682804629159,0.14051581427336748,0.052182189066978635,0.5440611841646845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000171,0.4324415199355462,0.3954678721166468,0.34184006090084235,,,,,,0.5885616721464242,0.4492334922168852,,,,,0.8308928129877354,,,,0.4787775415819187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08160614567310645,0.0,0.4625056090886173,0.18851745351195912,0.1244768733284348,0.08291431156278434,0.5369282021564049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000182,0.683189442312782,0.3570511160024446,0.4406883530893097,0.0,0.7653639639498352,0.4491961953376444,0.5621142876745294,0.5596570655782798,0.3242967486988903,0.6130787141770241,0.21219179498374274,0.6566614040028153,0.3774155352176346,,,,,0.8444971334515304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33194124125331587,0.8637366510271076,0.8812649956947067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000185,0.8215768984215144,0.535906652213725,0.6274778393302662,,,0.6366204726008413,0.6472204677080985,0.5290228441515358,0.665022503261283,0.5833222248629834,,,,,,,,,0.5284639908401747,,0.5608113969663678,0.5315510083071648,0.4341523369006693,,0.5366309739449413,,,,,,,,,0.5450445714392823,0.5634959102427098,,,,,,,,,,,,,,,,,,0.5086420980543377,0.0,0.5904023469758336,0.3868827515431597,0.6501933492964787,0.8445044159967876,0.5022848393009762,0.5414159405410153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000186,0.4126693648990696,0.5510728692771347,0.4323550943173474,,,0.5458967156019334,,0.7938569522985064,0.5160586110164603,0.578107630271596,,,,,0.6204261755829468,,,0.389320793099097,0.4608295541298832,,0.44668377361923456,0.5274792508197205,0.432627903274248,,,,,,,,,0.551550792690944,0.4060327312295443,,,0.5369733867846705,0.4137687782518782,,,,,,,,,,,0.4990217800646142,0.5233365099601629,,0.48819126521078055,,,,,0.41126246132828803,0.24850677924081888,0.6149592163549685,,,,,,0.6517684200891585,0.39788710517368603,0.39525442062450467,,,0.504069292578621,0.3592925612737178,,,,,,,,,,,,0.4099055041212779,,,,,,,,,,,,0.4484528048264786,0.0,,,,,,,,,,,,,,,,,0.4619437141879906,,,0.24947104806891585,,,,,,,,,,,,,,0.4363738485582722,,,,,,,,,,,0.4140288049154386,0.3423883554513909,0.4158691876345694,0.5527976980807251,0.293084937752106,0.3217265000153891,0.3965232309219616,0.4989994327072144,0.4585160961655532,,,,,,,
CL:0000187,,0.7281500272304797,0.6575444215896892,,,0.9541894348710342,,,0.6237813179119776,0.7477116471561921,,,,,0.8979168014915377,,,0.17221689252817698,,,,,,,,,,,,,,,,0.7674083588972848,0.6982922566402271,,,0.7296974507672038,0.7423933151787341,,,,0.9459985998532682,0.5942998819842863,0.7634259759566248,,0.7453843891071594,,,,,0.9555577884202002,,,0.7432165844969504,,,,,,0.790026943313674,0.6740090423386204,,,,,,,,,,,,,,,,,,0.5082314698596814,,,,,,,,,,,,,,,,0.0,0.24114008305217985,0.95172755777632,0.7452570554294541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000188,,0.7502428540469117,0.6356853754181524,,,1.0,,,0.6531314738283379,0.7756095248577762,,,,,0.9158997876622345,,,0.13455838573352563,,,,,,,,,,,,,,,,0.7760280901687822,0.709087174088336,,,0.7595190389767034,0.7729815231713858,,,,0.985848771288345,0.7023942201232808,0.8022606456344289,,0.775511678067972,,,,,1.0,,,0.766048864977401,,,,,,0.8339831403009276,0.5989045723896016,,,,,,,,,,,,,,,,,,0.4868408728287542,,,,,,,,,,,,,,,,0.2523553111851568,0.0,1.0,0.7789212304993918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000189,,0.8932332759846033,,,0.8756705636726989,0.9135403350640952,,,,0.9021801410759963,,,,,0.8903501206988574,,,0.8745548495204071,,,0.8992480804200388,0.9001504665470976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8852066047225197,0.8782458225017687,,,,,,,,0.8895217863654856,,,,0.89175186014338,,,,,,,,,,,,,,,,,,,,,,,,,0.8911134942990977,,,,,,,,,,,,,,,,,,,,,0.8769683088521582,0.0,0.10858376321558753,0.8870148304380622,0.8944407214731526,0.8723657817093569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000190,0.6212525644764331,1.0,,,0.7388532877606301,0.9737073619086436,0.9139002447809724,,0.7628789318190655,0.8628898424367019,,,,,0.8504837839231352,,,1.0,0.5859318266236317,,1.0,0.8127162258803046,,,,,,,,,,,,0.5529735398543405,0.6064096564313842,,,,,,,,,,,,,,,0.5917229907698022,,,,,0.5379535226381865,1.0,0.7786024046073217,,,,,,,,0.8324615114151469,0.5791958980377616,,,0.8058731916112044,0.6281760477180176,,,,,,,,,,,,0.8059194770694961,,,,,,,,,,,,1.0,,,,,0.6975907506239383,,,,,,,,,,,,,,,,0.6468261589965842,0.11886039296553792,0.0,1.0,1.0,1.0,0.5510420891339131,0.5075304926677731,0.6224825586872024,0.5129516408510931,0.632885525597319,0.5472517521645414,0.30527679653069567,0.5215532688497934,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000192,0.5369083404617546,0.7045340248244266,0.5395768212240121,0.7609090369295329,0.5863214929205234,0.7414206551840242,1.0,0.8573804388793849,0.6093907795248441,0.7226944766700524,,,,0.7123985699874025,0.7095721521675534,0.6091825826812829,0.7752679700705947,0.0,0.5999484287012995,0.6899951782961122,0.5315893232630683,0.6894276723544394,0.5527184061302128,0.4441122699353047,0.4445515294696984,0.7377222952126465,0.7062209011544818,,,,,0.6409600021917642,0.745577073954189,0.7899367558079003,0.7379386030100519,0.5866764644700513,0.5149042485703953,0.772935543452693,0.7875610219677048,,,,0.9608236285509805,0.7692027059760527,0.811881127349199,,0.7955822311505464,0.5506862343360669,0.5669668399884373,,0.5581638903328702,0.9830496560418353,,,0.785921332963987,0.20362886670182012,0.46581503741877994,0.5450752772067733,,,0.8564152315219747,0.6155426599218595,,0.6595621189690923,0.6473998751739806,0.7826960526800537,,,0.4028999280876419,0.20558222964019615,,,,,,,,,,0.5138284550548597,,0.48915121090489866,,,,,,,,,,,,0.4249499801421469,0.4815990730685087,0.17717165724148806,0.13227757481288696,0.9899794241707045,0.8006363502957242,0.9396100616839549,0.7413979986095877,0.7410664835998256,0.7940376261706459,,,1.0,,,,,0.9473148490464252,0.7574756806173815,0.9374112654219844,0.9006289256752894,0.27961013196169626,0.7822284050427999,0.8170982067406368,0.33506427899566826,0.3982966549423588,0.2538558194110283,,,,,,,,,1.0,,,,,,,,,,,0.4649631460013456,0.4678869735384477,0.5229243757631943,0.6270424341730848,0.13584164920893668,0.44097539513387435,0.5007559264835756,0.5946152525103926,0.5290458778673609,,,,,,,
CL:0000232,0.8633906803592132,0.6760497697687677,0.832817778632996,1.0,0.0,0.8606158120105213,0.8779834816828477,0.9313746325258897,0.796044848205101,0.7548852068927556,1.0,1.0,1.0,,0.6162833963540145,,,0.6203283234073909,0.5076478358521695,,0.626643015119746,0.6696982726147291,,,,,,0.7085252637064857,0.7569122562929724,0.7465373497958853,0.909571653371758,0.5161040345764872,0.6561293475324649,0.6066347463837267,0.6751157569869436,0.8572623405715518,0.723264149815601,0.5991407257554867,0.608369355216387,0.5572272089795693,0.6466209145592151,0.8024821503192281,0.7015883985522392,0.573412734144721,0.6632139098990062,0.3213486890735278,0.7018296720610017,0.33796188812907285,0.43284620520872974,0.5385361560050846,0.9164012778232442,0.8745760225712615,,,0.2876376947307843,0.6594805773084639,0.5185786455521441,,,,1.0,1.0,,,0.399208821308335,0.3843168911698338,,,0.5959483023063264,0.6144027719018773,,,,,,,,,,,,0.5909645175342823,,,,,,,,,,,,0.30279256225301676,,,,,0.5666452251204372,0.8328232716610483,,,,,,,,,,,,,,,0.3325057147196951,0.802718249040956,0.6365865763597882,0.3061948311642869,0.34789192247309714,0.13136189459305878,0.1840803460137676,0.17378485553418213,0.39064556805509043,0.3021706410389599,0.3757920101167484,0.31509381349970245,0.4884924110114692,0.2773093834122988,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000233,,1.0,0.12330601781919172,,0.9731436157260019,0.6175903489866337,1.0,0.6666227918426434,0.6474876420363675,0.5943867550818901,,,,,,,,,,,1.0,0.5804323156160843,,,,,,0.5677513252664516,1.0,1.0,0.0,1.0,0.6730843325315364,0.6147874853230403,0.6277900420192786,0.5652835876890729,1.0,0.5958791902856581,0.6019617944360119,1.0,0.6190780534563731,1.0,0.5730051400893191,,0.1840324089426667,,0.19266498969963008,,,0.18048343928525615,0.25123650609924714,0.18750364635102185,,,,,,,,,0.20736992979437047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000235,0.759530963188072,0.690092444053092,0.7003405143083121,0.44197625406810215,0.8332181675832346,0.0,0.22219812706136027,0.5506524813088938,0.6433316556352741,0.6396149806607286,0.45678694005724263,0.6411883115848821,0.18916739381687872,0.8350055746028704,0.6995543151612154,0.7663216344771953,0.8479139401163825,0.7495471857394149,0.6519225807126188,0.8038610255251336,0.5599858311856949,0.6343382163437667,0.7019400849819674,0.8004924501073066,0.618245937638336,0.8304142277867862,0.7899560183299797,0.5004559907396464,0.40240741810303304,0.2672374906071133,0.5208673276925238,0.4862572982277334,0.5269880226966843,0.6750204547898092,0.715283144304495,0.4273023359648652,0.4091634447133449,0.6970621907117132,0.6909556272230304,0.5204302898489465,0.5917470019805638,0.5593533730665191,0.512732253048747,0.8226079989542796,0.7471764303400027,0.977992911748621,0.7436784833935937,0.7116295232213022,0.7243847200944313,0.6992348498675961,0.4839714062003031,0.4485983047026682,0.5446941835320127,0.7004398360011505,0.8451877903127372,0.7802114150494462,0.6714287940327152,0.9090156292457632,0.5525826365427452,0.5443685640796017,0.6176294171958848,0.8051943992828868,,0.6108979152437801,0.6781285273686858,0.7763276475818963,,,0.7195673481723799,0.9121119628585015,1.0,0.9996762856386122,1.0,1.0,1.0,0.9703755401417982,0.9566839108341785,0.20261692030672618,0.9110771071063288,0.9297938037244022,0.9947945488624361,0.562469395404923,0.9773981232445511,0.9965022420122257,0.9789593723134736,0.9811017290323447,0.9601580503816572,0.9396147104773183,0.920849068724407,0.8689958557283328,0.9590380902910522,0.9820353820920648,0.8761461793071126,0.5795878079330439,0.5902196335391753,0.9518283829330727,0.9531933506201855,0.7085302113389549,0.9403190616131347,0.7196386822800107,0.42345758739291556,0.7975730348823291,0.7851513042026456,,,0.24934307341027992,,,,,1.0,0.7533317062438813,1.0,1.0,0.7146319751724407,1.0,0.960104577490446,0.6820216564855252,0.594510321369444,0.6665599670530082,0.8721282799125234,0.8705040331395685,0.8915544928691806,0.89434235343279,0.8759218628487934,0.8857443287782713,0.9187236721275056,0.8873471349032804,0.5481899245795612,,,,,,,,,,,0.6648832517901334,0.3817479492387934,0.41507181454641356,0.6064290889409598,0.7137588225424008,0.27697868697864914,0.4174819399440845,0.5244238543699141,0.6558097030495912,,,,,,,0.9990169484640594
CL:0000236,0.6229482505204086,0.29468145787776673,0.5476476718035269,,0.4700401621851719,0.5795687246341572,0.6738390292357245,0.5684225675856358,0.35770643565895355,0.39351621058577174,,,,0.7312339130640433,0.4032956825006176,0.6081174988959723,0.6759333925360437,0.5919030159934487,0.0,0.6892678227365452,0.29799904440498715,0.41762588457272604,0.5424497066915139,0.7261795209159182,0.41037166523805924,0.7051542294145583,0.669077199013918,0.20052217060611302,,,,0.4344501293281602,0.17471380981429716,0.1540478058799479,0.24914306177806575,0.6464460229043073,0.49081847796526734,0.23225011088062267,0.2214510444796766,,0.26956658523941124,,0.5975654568787295,0.6223293225425348,0.2590911638801555,0.2798671314785611,0.28399865425581783,0.2296442497791602,0.2872371626929311,0.3011809857661077,0.5988603589247596,0.7386685157772835,0.35599046119893013,0.5291618473197911,0.39245323937779103,0.6607134476099825,0.44068896770282745,0.861935120495918,0.26320320484771087,0.4187249249474126,,0.39865081184409756,,0.21579917988434255,0.5002998043161196,0.5181366752884347,,,0.5562690925082796,0.7212823175765115,0.6117891306710244,0.8904404432113193,0.5541048950821219,0.5600353993361933,0.7201992386655259,0.44511192376636444,0.5233104029632272,0.5999079612615953,0.39269901162123644,0.6208287867440783,0.6732159142527294,0.3384258022217763,0.5466437873816643,0.7665725318638812,0.47728996625067743,0.5052782198946713,0.4090853631364712,0.5690454945962253,0.7459951245583544,0.6186848577808465,0.8121363004342371,0.4885926081253202,0.6122580505384416,0.4961899625853276,0.519876997804248,,,,0.5398150763513546,,,,,0.44759617091903975,0.448351535878897,0.4416155976283294,0.45784916087319716,0.45055335970941923,0.45190100808620215,0.6054623778139909,,0.44621777221950104,,,0.5439132733534936,,0.5238786969519608,,,,0.28898957124106267,0.2494265902944633,0.3528481710605918,0.2902527463456957,0.4185380881728816,0.2730080786910734,0.552523724955826,0.25770265890561256,0.37218751580671927,0.5988849619414653,0.612901537762349,0.4474444079184434,0.6470980822540071,0.5342038037083382,0.5121740558036425,0.4828106078966338,0.4624713213363275,0.6064320388698266,0.6161026978356854,0.6179247562151339,0.2857966511796104,0.33696073985379443,0.5709947605776899,0.7013498225062851,0.19625053390434025,0.346304674206097,0.4750308011392285,0.6191304174545186,0.6576728556841753,0.6998055704516356,0.5973568041466498,0.7435100840239367,0.7689132311845281,0.8453836844940602,0.79399195895645
CL:0000287,0.8426267373841185,0.8315350820436855,0.8527626742481023,,,0.9646483575870182,0.9048795373906507,,0.7777112137949761,,,,,,0.8064458881841963,,,,0.7746303455728766,,0.8206103559668506,0.8150101840358782,,,,,,,,,,,,,,,,,,,,,,0.8896468119821118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7367009143980563,0.8384583587888466,0.934477943463292,0.7561294202165604,0.7943023325248847,0.0,0.859688380417353,0.7558070846509815,0.6878074034410641,0.7356794432725491,0.5757992010149086,0.6710463248300863,0.7744467063396067,0.8684214076214221,0.8812061412719157,0.8461911611332129,0.7463784273222412,0.8464103112536349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000312,1.0,,,,,,,,,,,,,,,,,,,,,,0.5793266933661294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.8797723186864459,,,,,0.8023819843531004,0.0,0.7484708693192318,0.9296090403175128,0.9414768039660891,0.7097674225663546,0.7726942805531505,0.8745046013747756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000319,0.7937765267181864,0.7764985821351953,0.7467252626129759,,,0.8187374686966948,,0.8636056369943045,0.7411441766394972,,,,,0.6264868427619547,0.7208105159998515,0.30692173606526035,0.28719691684810994,0.7385587076404353,0.7506722495818787,0.0,0.7699797367883048,0.81705076284985,0.587067494945759,0.7964591589037734,0.5536737631845121,0.10500243666025669,0.135953196686078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000359,0.5687949950651638,0.9457111514514045,0.759078559483601,,0.7119035480733227,0.8848790099781865,0.9659020011841838,0.7436177994065037,0.7756964667245181,0.8507832752910169,,,,,0.866210840041941,,,0.24361257270373285,0.8025637782086981,,0.6545146997043183,0.7229182467307733,0.6161762495265088,,,,,,,,,0.7618003362910063,0.6403463679553415,0.7234008548612142,0.7308076814190285,0.7127346535247662,0.6587681137486205,,,,,,,,,,,0.679296057037947,0.6884722896518906,0.7106051734097697,0.6930316025640553,,,,0.7216066480144211,0.23977420371800331,0.6329668048077434,0.48840715884460956,,,,0.9605784634451728,,1.0,0.6965945768894627,0.6754729565100996,,,0.6537816904568338,0.0,0.7859988277631945,0.619361962862488,0.9559403452811431,0.9450628712780695,0.07422661673785444,,,,,,,0.7993821042866115,,,,,,,,,,,,,0.4301009275016855,,,,0.7980987738953105,,,,,,,,,,,,,0.717500522704542,,,0.6361881996714682,,0.6639198370410999,,,,0.7210264957896292,0.7201537466924421,0.763420410029151,0.7275961500131773,0.7464581146430536,0.7340812465621782,0.7547191526189018,0.724577348181706,,,,,,,,,,,,0.5277193708118649,0.6237985532364244,0.6773449382828312,0.7376737511278072,0.12884566695766175,0.6021416820791916,0.6486902323288751,0.7208057598952289,0.582788463924752,,,,,,,
CL:0000388,,0.4532111729012936,,,0.31118943993190235,0.5804639780905272,,,,0.5218476909877934,,,,,0.39176085031140867,,,0.349004463850933,,,0.48838094320488057,0.49880848299305874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33791405415926656,0.23702214523771536,,,,,,,,0.3298245601142518,,,,0.35672683625901974,,,,,,,,,,,,,,,,,,,,,,,,,0.08422989648789472,,,,,,,,,,,,,,,,,,,,,0.2935851819456806,0.8263808840217222,0.8510931765446756,0.0,0.38950722648562985,0.291898867578538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000451,0.7633201632048984,0.22973955782378422,0.7998483656268208,,0.47996396041160944,0.5000151010390296,0.5661041351075777,0.4594255890043282,0.47171962444345,0.44995972536273643,,,,,0.3513489792500192,,,0.6813430029088631,0.3213489129357332,,0.3980680808891389,0.4092764901748711,0.43175288558331804,,,,,,,,,0.3845917040240467,0.11724544792550336,0.466575581610753,0.48852072917528805,0.3910189407742204,0.22186286433122726,,,,,,,0.7298171249524014,,,,0.23598118439193305,0.2843877783165031,0.49529213021247404,0.3361915988444093,,,,0.4051236996750715,0.6908251892726538,0.4519475117590409,0.8653205326701153,,,,,,,0.6603165683841505,0.6210461928851936,,,0.6275024825333222,0.7124462883553047,,,,,,0.7644534309412561,0.824547424242922,0.7663285632775744,0.672551769827034,0.827816406536666,0.8424837041665743,0.0,0.8048735951157799,0.9007802581797097,0.7848155436088059,0.7648384164700246,0.7370006609544351,0.7795547710055518,0.8532957206121752,0.8124144644772711,0.9157765269419076,0.7987472314370823,0.7709892079763266,,0.5767856464905724,,,,0.5980905882639257,,,,,,,,,,,,,0.49056433974608277,,,0.5719049671756011,,0.5970423735739229,,,,0.45297510520292,0.4257567206477062,0.3866561864544819,0.4149241672048767,0.5224482343061693,0.39534007111422864,0.614938305483146,0.41287692624007805,,,,,,,,,,,,0.6179792147085871,0.33993857827806906,0.38152693927208225,0.5950561276824212,0.6969403207257533,0.23216723269486783,0.38666855376078735,0.511093171515286,0.6251843796444764,,,,,,,
CL:0000453,,0.7948180411680936,0.857526467925974,,,0.6727642656999361,,,0.8211617110010285,0.7921756655192198,,,,,0.8747052003293747,,,0.9114571566417428,,,,,,,,,,,,,,,,0.7664742399738478,0.7903434627521458,,,0.7898479796268251,0.7901524427468906,,,,0.2925695913143988,0.9050301032273654,0.7701300957975935,,0.7938415915830058,,,,,0.3029794288687232,,,0.7869354464068916,,,,,,0.7939557251770525,0.901611136547235,,,,,,,,,,,,,,,,,,0.8639945389291799,,,,,,,,,,,,,,,,0.9014491523800898,0.9050770374183389,0.0,0.7967272292437584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000492,0.7102058797929028,0.10454723336323674,0.6025333551950753,,0.2757667959636287,0.7196179462047607,0.6281502833910656,0.2756804538231465,0.45337697652449743,0.3510008174170103,,,,,0.46366310151252704,,,0.6229292903222334,0.38727896552865787,,0.16629726871535838,0.28751397718735777,0.5136751683372718,,0.4676297593249621,,,,,,,,,0.2469184643384388,0.2706656251242489,,,0.04628157255653932,0.050619971713166255,,,,0.718047912466694,0.6701598366018511,0.06774954421181326,,0.06630573843072833,,,0.31130851266702675,,0.7791752162779332,0.4223143071581639,0.5923604158484529,0.0,0.8168086147473731,0.4972793143882689,0.8473052141613324,0.33726526852039185,0.5029458416510694,0.14547527275705255,0.6213869886305915,,,0.48720198269116954,0.3400318495833226,,,0.40538074868029594,0.5970747539417453,,,,,,,,,,0.3990196559680396,,0.4782297633013172,,,,,,,,,,,,,,0.6060292218685832,0.5968862900482317,0.677467852239246,0.28090184733917056,,,,,,,,,,,,,,,,0.4725481738076817,,0.47044321647779014,,,,0.21471886450583672,0.15505218288398298,0.13932502660311116,0.06825639356977706,0.35683936183314047,0.0700405054089383,0.526872080259609,0.07151711669205668,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8059243196549425
CL:0000499,0.7492830597390301,0.6982025784452287,0.6200403372393167,,0.5377992540685999,0.7417610720002924,0.775730736645285,0.6979832408154638,0.643237623218455,0.6787456903922902,,,,,0.6751195884598247,,,0.6494310107129196,0.677985016600202,,0.873459562296961,0.7678492728375104,,,,,,0.5537441064961732,,,,,0.6106609831281996,0.6769855318089992,0.6664227177029374,0.7689177845884856,0.4889814645589071,0.6776602374590701,0.6830289649672506,,0.5958014900524758,,0.7178913317229169,0.0,0.7069193803855248,0.5403321430227812,0.7048603741619821,0.5809627348908777,0.6150166995482778,0.5919858058079577,0.6763227130366183,0.7350218503192677,,,0.7932996330055511,,,,,,0.8037309532771761,0.5604401670376117,,,,,,,,,,,,,,0.9074347857143744,0.985899908646814,0.9897445161081629,0.6181881234817987,0.7142887367305417,0.9422619972913181,0.7887650272011029,0.9334028525980957,0.95323225122856,0.9392014599646437,0.8981522905105724,0.7835489589733429,0.9123847413715481,0.8325558228058682,0.8533553884915659,0.9393933618830277,0.9322413353971197,0.47715385931897897,,,0.5736442892214788,0.6478506759270891,0.9222984216745107,0.7846617141955978,0.3090916051789635,,,,,,0.6852986597617446,,,,,0.35519464424694486,0.3942560979669644,0.6332204099411138,0.36222484686663076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL:0000575,0.5659359277824192,0.6626932004913733,0.6266626554618384,,,0.825169233810068,0.7171085950950213,,0.5367251284557194,,,,,,0.5633811665357118,,,,0.5476214400624562,,0.49483488914348944,0.5549325118317335,,,,,,,,,,,,,,,,,,,,,,0.7672748601606398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21421910658323606,0.43546838296696566,0.8135887768907812,0.45935758265598275,0.5676318524675377,0.6580317554501318,0.7150610487786317,0.0,0.7326176206910266,0.2060207545299917,0.47531068085382155,0.44282368822335544,0.4072225222259368,0.7393519820107427,0.6738039416872753,0.7785226475445113,0.2589910576858813,0.6070831507812677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
