,CL:0000037,CL:0000057,CL:0000084,CL:0000097,CL:0000158,CL:0000186,CL:0000236,CL:0000451,CL:0000499,CL:0000583,CL:0000623,CL:0000624,CL:0000625,CL:0000786,CL:0000860,CL:0000861,CL:0000875,CL:0000990,CL:0002062,CL:0002063,CL:0002138,CL:0002144,CL:0002145,CL:0002399,CL:0002480,CL:0002543,CL:0002632,CL:0002633,CL:0005012,CL:0009089,CL:0010003,CL:0019003,CL:0019019,CL:1000223,CL:1000312,CL:1001568,CL:1001603,CL:2000093,CL:4028004,CL:4028006,CL:0000077,CL:0000192,CL:0000622,CL:0000784,CL:0005006,CL:0019001,CL:4030023,CL:0000313,CL:0002075,CL:0000319
CL:0002145,0.7288809591343158,0.9620870144207354,0.8004051643027993,0.8633580017653019,0.6951886648965394,0.8409200157091401,0.8329927584780374,0.8229839874919881,0.8704169437073119,0.9064462228581098,0.8448464424417762,0.836856684568793,0.848269719990486,0.7855401640544873,0.8986339147254894,0.905004053004793,0.8739630196764554,0.8283238210350171,0.8418419855849958,0.7840452967132355,0.8778148902108884,0.8538860983014762,0.0,0.862216731108362,0.7624766705476694,0.9155733588903752,0.714436997612681,0.7526191549072013,0.31268006062611203,0.8952797449735868,0.684802838499507,0.7184859311676499,0.8880647226212064,0.744183595172985,0.7029709282178397,0.8918155535540808,0.864279140113934,0.9034026241707113,0.9306284255134495,0.896204453419939,0.8885750906032446,0.8531970538703423,0.7097354194888578,0.7720622175635501,0.7352585025826639,0.6822306432039265,0.7874361334594954,0.7462557869068078,0.7157080256017645,0.7082428144980056
CL:0002399,0.34724101751163483,0.6804814872313588,0.42303103562481925,0.4679603193572084,0.6665686866681627,0.7323441159886085,0.2941913932704145,0.16737041382801957,0.7433753669083698,0.3363097410929625,0.5574296429322376,0.480114495874769,0.5267055807134123,0.43320180514409845,0.3388458689105191,0.2034674608404908,0.18376251511643485,0.1359526183604001,0.683839373777541,0.6387194016325168,0.6492729875368034,0.6692554679976295,0.7716580726364685,0.0,0.6540247824848754,0.7448978584262317,0.6752680624645605,0.6422173079576926,0.7303501333075929,0.7067034440814104,0.6330568857550071,0.7244546659644305,0.7105868253167873,0.5198513494587081,0.7078857432464157,0.7376263979425054,0.12014462476927106,0.8117890190037911,0.7676159629565611,0.799587538554149,0.651381932755101,0.7634021414870347,0.7051782412200828,0.2879010123416303,0.6312519381174766,0.5960492816668498,0.6857962615192529,0.7099294560059769,0.7402459096645717,0.7728295154876903
CL:0002480,0.556538655506824,0.724855358574628,0.674303000158376,0.6205378443262407,0.2821130472007657,0.7831580557010563,0.6197625046620294,0.657508260068611,0.7922466723017323,0.658698166213424,0.6858122913673462,0.6291847722348931,0.6557605983094553,0.6383236500979403,0.6947854215629271,0.6365076053690372,0.6720251452388101,0.6679407760686866,0.5836186335558597,0.5637719470782762,0.6809550152214208,0.7622912277847175,0.6936805663471742,0.6695734102057451,0.0,0.7237316021769975,0.3459704171102409,0.4525091799620238,0.5689082497188366,0.7315100980368283,0.4934213148585591,0.3518608077137716,0.7569608990754307,0.5353932950642862,0.344864894311421,0.797143145638433,0.662165097504355,0.8175102689691016,0.8052057638043173,0.7022596780387741,0.6460481015319816,0.8459471164357011,0.33229585022069297,0.699601120154554,0.5255203702665823,0.49957492938548337,0.49876018977100767,0.508317135847905,0.48350690871640933,0.4237897030269757
CL:0002543,0.7446870751048463,0.7072234481858619,0.7406360234679833,0.6846868772577925,0.7091696879958819,0.6641846508647359,0.6525700928419332,0.7360123882597285,0.6646878499215338,0.7667407767143671,0.7197957527420947,0.6707358459069332,0.6644619226819496,0.7303416524509244,0.8066106459478994,0.6983629199045722,0.7658734705097529,0.7568369070772633,0.7134869836673166,0.7349427770903265,0.32879693743688226,0.2863914996808895,0.8504034540712695,0.7679952430751079,0.7334610181780593,0.0,0.7605744997928334,0.6776551385952956,0.8300268843150339,0.6222081423193537,0.8226657749078271,0.7754290520074825,0.5905701148597843,0.6975533128727913,0.7827685408547712,0.11088814956453748,0.7583652220369508,0.6557379600576377,0.6398458649556734,0.6793285136483885,0.6635211618419538,0.6647321184410844,0.6567319286575547,0.6759443862061566,0.607707020109579,0.7218091032810239,0.6169021262718793,0.6896474752174958,0.515152914718702,0.7056485641658009
CL:0002632,0.5846005122500569,0.7907042376210064,0.6798914642313508,0.6559372509099698,0.293607840945342,0.7293725717712523,0.6279255438833284,0.6627747038879792,0.7773091696912942,0.681004201554584,0.6847312705345946,0.643190500451962,0.6607577649783725,0.6489130920572956,0.7296019546904848,0.6803325088180284,0.7084110236072617,0.6659654354823941,0.5403310606374722,0.4820085014359474,0.6832432966056149,0.7553952549263585,0.653822314686,0.6908105470018668,0.34181158512581233,0.752965116468732,0.0,0.4985828658187484,0.6217582610874682,0.7970576401043079,0.3454805329381812,0.22200950879311604,0.7904915822991254,0.5022960409915923,0.26037191862385817,0.7858023897340394,0.7108998456611434,0.8376765243212075,0.834487110485139,0.7893672189564062,0.6567966140808358,0.8195476966690354,0.23737676610622607,0.6102491941493189,0.5198857016866255,0.34327303817270316,0.5116535810655853,0.40734972951402637,0.5135347346176178,0.34148778327253493
CL:0002633,0.3709600716668729,0.5978193898306128,0.4888158837090328,0.443688897292327,0.32043928533677507,0.5924869859529704,0.4417206625955637,0.5302959652867094,0.6347698087350669,0.6079379646468305,0.5289697713783081,0.4212354845941267,0.46220339266626415,0.4303811501898174,0.6107063776071467,0.5079776832637001,0.5551127531839911,0.5456237615598636,0.3584267137505973,0.3916166993041779,0.4776783246793274,0.5871943758193857,0.6093579088925518,0.5706948448943852,0.39903987215953796,0.5802914564996405,0.4380172959245895,0.0,0.5631549304732927,0.5627967648077176,0.38015759098929547,0.5048066268077841,0.5831895739692173,0.2967076532563165,0.47338084498299293,0.6528857873241443,0.5523630359757908,0.6633023404738048,0.6748148148239831,0.6441230038601399,0.4681214652979785,0.6478171508409468,0.37549159710991475,0.5150661160220164,0.2585861550273453,0.4574596467306636,0.23784000903373315,0.5107457702480608,0.19081973969187324,0.49596625679353695
CL:0005006,0.2585918091142765,0.6198956650388204,0.4168771503368044,0.3520097632936213,0.3705151551474043,0.5370186277036378,0.38578780257878553,0.4974639421171101,0.5498937643597411,0.548386598682021,0.4632748641825446,0.33836950797406606,0.3936985907125739,0.29676964028697367,0.594058209765763,0.4804889720612474,0.5244191976512587,0.5186554133273185,0.3399766789910651,0.35358269852384056,0.3910575233561805,0.522514976773977,0.5983451421743602,0.5471134131418424,0.44939025726626136,0.5163045109414323,0.44072383136553483,0.24344166186886862,0.504482702473523,0.5452874599432943,0.3757767874416657,0.5057323915544719,0.5264280070150208,0.13928747018929685,0.5138921385435928,0.6138450734924945,0.5100528763019155,0.5823464465529556,0.683497393790315,0.6082966544808097,0.44977430529327006,0.5579457758710972,0.39575452666641275,0.4360922737605131,0.0,0.3972074445927703,0.3493418745085913,0.4489403670225057,0.12077358118243954,0.46947541371630014
CL:0005012,0.6595246263126079,0.8554906929659831,0.7170368011347666,0.7216517728514722,0.535482405971741,0.7952367360845708,0.6977896612654844,0.7389265201684498,0.8313489824672466,0.7705075859367273,0.7488859889535636,0.7066647181273912,0.7263998893410363,0.6701333739131603,0.8127652432207928,0.7583403475458211,0.7816486438679824,0.7413586218808212,0.7177923626142726,0.6530276230399569,0.744086440293246,0.7928940006193677,0.2593909090880765,0.7723486484905092,0.5435883827735736,0.7927292874478479,0.5859700203099034,0.5931204108867706,0.0,0.8198748848869503,0.6161508488371952,0.554647217196428,0.7909871969279413,0.5126178041429126,0.5815328954517762,0.8400144602386729,0.7623934234060905,0.8362307616916886,0.8784848949433818,0.8064220020413598,0.7971961987753748,0.7978627723585359,0.5323279587395037,0.7515026063932959,0.5241722360011931,0.5529672340717964,0.626149658635623,0.5584645225149569,0.5182367540222345,0.5328698013907015
CL:0009089,0.6234025957478962,0.48635534562168636,0.669305978378874,0.6723747706764969,0.7248037270266211,0.37936552601712753,0.6629730385407402,0.6808401951636323,0.2918573740876384,0.7358324255886333,0.7209609842639636,0.6440933530856842,0.6905036542114112,0.646385591334906,0.7453075727382634,0.7064969283876539,0.6929108098765835,0.6913629159890303,0.6961275064902408,0.7240491172485867,0.5097009975239402,0.5515261820662811,0.7773591773646352,0.698743896683959,0.7120663418379864,0.5783023319108523,0.767253655004452,0.6278517947678712,0.7667699654349717,0.0,0.7146016167998295,0.7931394168215894,0.23853576412639693,0.667092931582296,0.7768292463928336,0.5592296788042785,0.6905267074167144,0.5057818117876599,0.45248633714390224,0.5195921437577119,0.45949511614939514,0.2549673736117865,0.7929516996273651,0.685554600520034,0.6608543724844188,0.8108564368072219,0.7332143708159223,0.7636515500628489,0.523438135333222,0.7706122766738951
CL:0010003,0.49787091177094944,0.7619461229021819,0.5812706056817516,0.6087787694337224,0.38903249104401094,0.6979353073773756,0.5426943931636518,0.581321426439634,0.7141931185784776,0.6790109188121922,0.6304866586516472,0.5634002962958768,0.6100501019380193,0.5531470574720431,0.7025178592475023,0.6574939023927528,0.6467864088623649,0.5839206868232394,0.3910138203958742,0.2878851063758211,0.6625517188975382,0.6906563991636784,0.5863964327748306,0.6232859945679771,0.4533902649950896,0.7569735280508514,0.32888268631685774,0.41653832368892996,0.5666413012413197,0.7125509363471088,0.0,0.38081631757246753,0.7158556283417454,0.41264817280417027,0.436695724986025,0.7390854369220916,0.6385599546088286,0.8180320334304398,0.7872216993994087,0.7893277520512872,0.6459019088608373,0.7520208219719816,0.32396742685248436,0.527880892587155,0.4328915056913131,0.4127667324799806,0.4653200434809935,0.49899460744535523,0.4341273618133092,0.4230075561769539
CL:0019001,0.5386319956907102,0.762116606371343,0.6054858453693168,0.6223063673786365,0.428020167114037,0.7122803293702569,0.5610503917053596,0.5995769617361231,0.7765829700742748,0.5556397334694798,0.64440068880635,0.5616972541567955,0.6131414085960729,0.5660692760641779,0.6540265818732406,0.5985637817016983,0.6325919763422745,0.5949928014887861,0.615974246224434,0.544425228742454,0.6498511408832728,0.7305955330578029,0.6608377423032935,0.6216342707444962,0.4930420973330025,0.7454288982399817,0.3596667773891061,0.5006371562170318,0.6166838298005952,0.7437450155922538,0.46028370279088193,0.40145719017798226,0.8002806612878508,0.4660109881867804,0.4149510737934281,0.787781861275369,0.6401075369664797,0.8673644130660776,0.8055328061461764,0.8475612499425099,0.6063936972876762,0.7426369880563485,0.26552060860218274,0.5920493918976308,0.4691701247495204,0.0,0.5422614686969787,0.16727133969965252,0.5749826651656282,0.3380845338531832
CL:0019003,0.5972662060075565,0.831078716824048,0.7407300164720487,0.762907008238805,0.3460105863559168,0.7905802525453998,0.7246972249499446,0.7661794606783089,0.8244214448115964,0.7702116640240947,0.7713520011681607,0.7334819051939113,0.7429876343038156,0.7125617900489355,0.8349470812846167,0.7809663814929153,0.8121170908156607,0.7590805015337752,0.6775664724091137,0.6003859382329897,0.7508016927227281,0.8364413613794033,0.7090125665896956,0.7898752191091742,0.36815835657802615,0.8236430685127084,0.235227315695084,0.5975294486453228,0.6480345658539296,0.8459566892937934,0.42333780900192036,0.0,0.8570830349230226,0.5732467358417956,0.20050135608249936,0.8685322100463974,0.7777474969244665,0.8905645077459309,0.8913216619910975,0.7866900837688112,0.7670087142113378,0.8805280443358902,0.36019815645245884,0.746865754600617,0.6264872177271648,0.41051164489238195,0.6556202900196966,0.49146783364494306,0.6465481727913726,0.3259457930288283
CL:0019019,0.6704503393928566,0.47418865131972016,0.6783637854781656,0.6690379465517333,0.7422032143600721,0.2917965192605774,0.6678859615160013,0.6807612579599661,0.15979051808561429,0.742730389258454,0.7255928185088928,0.6551577420989918,0.6974186065504037,0.6424652893469739,0.7576617328340273,0.7175605782927749,0.708570908900017,0.7014076215689795,0.6765976930759193,0.7409673843494736,0.44923480055353576,0.5305919883088176,0.7837806040027334,0.706562548761091,0.719693185902229,0.5643797615731794,0.7688549855834743,0.6495148366733815,0.7307896948895714,0.24636837781134135,0.7234574565158393,0.7821543052745362,0.0,0.6222946902277019,0.7692600028768697,0.5400108373549992,0.7060682866976719,0.4161251010094307,0.37283079794883445,0.4321583840972301,0.5118094743872948,0.17611352641142186,0.7554999656852125,0.7187106252508163,0.6060835478162869,0.775851881871866,0.7071211980212285,0.7201644706435787,0.589290018804629,0.7339268197271082
CL:1000223,0.2850360090864574,0.5684580427470909,0.4073626186504356,0.35609618021825673,0.3739999723608347,0.5591654475485195,0.32773143451126824,0.40302161659507446,0.5804621625595178,0.517510915520354,0.47613299535384973,0.3305727537863758,0.3931737599574204,0.30198120174286763,0.5633028121687992,0.4418389928228601,0.4782278355739614,0.40204852222466936,0.4349184691660129,0.38120654329688924,0.4272696487248801,0.5707127226541109,0.591600370625565,0.458528945016802,0.45182664259559124,0.5824299068889253,0.42633790015956863,0.2798919967589575,0.48512546964103187,0.5729865120886918,0.3657084561510796,0.4623835924127767,0.5575982548816293,0.0,0.46255088438117614,0.6562832150094273,0.4710572425508103,0.7157564454567431,0.6907043485648923,0.678467094895635,0.47173523280036633,0.5734739927887701,0.41208251902899523,0.35247718693079977,0.14039264386616176,0.39672499175740084,0.314848803304176,0.4465734970517519,0.1627233044002159,0.4013602296768684
CL:1000312,0.6391351746420918,0.8032741829191625,0.7279689144066024,0.7269191864955006,0.32808595984853894,0.785544572625785,0.7030474900170025,0.7284180396461732,0.8098595878920589,0.7375481904832437,0.7621732691987043,0.7191716267407968,0.7355709970903498,0.722662135195136,0.778685496821874,0.7368983382756777,0.7639921962055136,0.7260484896703087,0.6506123472299927,0.6434091076736572,0.7562276751528089,0.8270265320644187,0.6557814555066973,0.7480786336412341,0.3596951163360042,0.7974969731398532,0.27104562040572505,0.5593397618297143,0.6251405333274667,0.8390497737413886,0.49817836700283713,0.19301846752331048,0.8428366124742053,0.5715694542009208,0.0,0.8483933836719599,0.751991886843613,0.8541343492142627,0.8837234048644946,0.7943643885362023,0.6979574908906991,0.9112237536540304,0.3335932941030605,0.7020690557684713,0.6190375929611928,0.4262668130423398,0.6144227465757003,0.4983325572271891,0.5958561778621096,0.33172107740211493
CL:1001568,0.7293374257682987,0.7278659595257927,0.7711849103054997,0.7916356917219401,0.8150494749924849,0.6374632671600499,0.7609132820647807,0.7566794757422233,0.6367923817882394,0.8226219880330523,0.8066676873111419,0.774172521768768,0.79366756385208,0.7744300879917821,0.8326032098941735,0.8114084072016373,0.7944408507998469,0.7739764445247731,0.781589497011861,0.8009475601028372,0.36082741917988215,0.24321970688699907,0.8430856394920543,0.7866753239431981,0.8253288342292776,0.10946728783623261,0.8184689328584585,0.785877002895903,0.8416587357533944,0.6047532849527534,0.8015030942658198,0.851165465312068,0.5651593845775545,0.7913910128527231,0.8451938002270788,0.0,0.7826919263057286,0.7020459526554267,0.6451736490775418,0.6978607598426138,0.6741069444241127,0.6352654766563193,0.7483388215109803,0.6963073008710127,0.7432957567065591,0.7364807769186823,0.7249877753065911,0.7616986612577271,0.6989840977117474,0.7659500739674323
CL:1001603,0.36221270944346196,0.6472044165723607,0.44547798066015787,0.45791891485274955,0.6465991161646687,0.7178581288487889,0.32497412101790835,0.21400324732338863,0.7311282216655293,0.29165867753131164,0.5477176525154308,0.469474986440468,0.5173013908472734,0.44726211072304756,0.3126814491813854,0.19570198564250915,0.14516350910798143,0.19890036643794395,0.68338389887903,0.6408905919723556,0.6400532512744576,0.6556126934411042,0.7510891284793432,0.11676449139226684,0.623916764017925,0.7166432330824486,0.6797447995759022,0.6038972286071547,0.6999193980365744,0.6868658317742476,0.6392078761115415,0.6962202299468272,0.6970851956946044,0.5280448503574207,0.6901811017232153,0.72335261888992,0.0,0.7715810717487825,0.7476185620021955,0.7572862629691105,0.5951419489136749,0.7452782848913738,0.6542108962848334,0.2979878273919929,0.5734292036698171,0.6051196447246681,0.6220266464302818,0.7211950685196183,0.672606628277044,0.758422548601666
CL:2000093,0.9080241838480017,0.3143800135209157,0.8519581551231648,0.7834360902685314,0.851678219884161,0.41067821398529375,0.8450150398692375,0.8608475082051332,0.483838404923315,0.8686731638004577,0.8076523815562648,0.7911041387928194,0.8054270039919028,0.8447368844973706,0.865150219157179,0.8530464129289753,0.843098374400105,0.8719301591780296,0.918502171730853,0.9398698745700895,0.758503512569439,0.8081386820212741,0.8834799888538655,0.8663442237000569,0.8573648839417792,0.7234725839853455,0.909562782349297,0.8088246234644181,0.8533675058148852,0.5781831280294577,0.9366286285637995,0.8722045779070694,0.47430376152348686,0.9140328262190227,0.8751764834617184,0.7768141959929514,0.872079628474108,0.0,0.16138570423709211,0.2579169346882475,0.5488618729099326,0.5296596785231615,0.8174323012665362,0.8533600001724196,0.7525034570481224,0.9642667898055712,0.8551143504218193,0.9397518196768241,0.6860738782859713,0.9316604948007324
CL:4028004,0.7990384353503689,0.34843265568706505,0.8452402957398211,0.8315917364943516,0.8588480085479021,0.31695006319536534,0.844738040101157,0.839609695921864,0.4684114510984278,0.871556823229194,0.8544908651435764,0.8324209982427138,0.8495814943815106,0.8323612149334156,0.8514856434545731,0.8382294009641971,0.8305486525408338,0.8508911271173482,0.859825171099713,0.8786701737932029,0.6271029398454551,0.7040093087838948,0.8919511226939605,0.838973079879836,0.8518201089562927,0.670390534848191,0.8803653235229841,0.8305113563977002,0.9081065861006813,0.49796953378081277,0.8660432452458315,0.9159070750360888,0.4110979745675808,0.8837895530698295,0.8870779628117591,0.6745027659139585,0.8301734174602189,0.15708977479307318,0.0,0.21155810478565232,0.54507013056805,0.4904389410500151,0.9240324008352008,0.8700016674583352,0.9141091081159946,0.9220143380074637,0.9250352947523638,0.8170549308274364,0.8479412705556222,0.9127145180189141
CL:4028006,0.8168857840587034,0.28031675225425623,0.8454071435537326,0.8035605634903796,0.765909113246629,0.41277463827904654,0.8345604088693813,0.8416032317678033,0.5403924355459283,0.8376667875779801,0.8274851150228727,0.8115239645627081,0.8249734520813842,0.8293809717615439,0.8416359816372294,0.8338831495137002,0.8217799511107184,0.853666076275095,0.8919515408770042,0.8745517061802035,0.6962643737176724,0.743775398061053,0.850830103125113,0.8443881693813772,0.7319792373922798,0.720525404289578,0.8367175791961956,0.774606196142195,0.8146750668173158,0.58142626622553,0.8743483169109736,0.7686390699084348,0.4808920266862809,0.8353734133001008,0.7917653223652443,0.730191618215793,0.8392125269210932,0.25889813487644947,0.21512996723218036,0.0,0.5703757471246631,0.5652278043519221,0.7149293603151285,0.8773583534637807,0.7616018123855072,0.8846527845062259,0.8011849550100801,0.8102218735088528,0.64480165786416,0.7866618032410545
CL:4030023,0.3692934758431446,0.6864573742891085,0.5827342569946803,0.5487807887144114,0.4359203035625571,0.6472482712014472,0.5197496923004478,0.6460411093751403,0.6479381137187137,0.6783285021625967,0.5992744773380086,0.538667618324987,0.5532362606258806,0.5015361856755444,0.6557640017499117,0.5760346843951119,0.6462733677011665,0.6454366362219625,0.4381562876436172,0.39035560414900233,0.4319156002828584,0.6174179506670522,0.7248495879822775,0.6689108760924016,0.4891833165044882,0.6163556155653447,0.4981270192922499,0.2535367391972373,0.6685084025957058,0.669877937141518,0.44935311047410675,0.6089889125948702,0.6637698165542434,0.34940665832289686,0.5907427606838309,0.6766693996579908,0.6246300562686196,0.778259465947082,0.7757840533159054,0.7413797565608918,0.4823245193841107,0.6818674499059585,0.5015552257379534,0.6252886615102795,0.3939406575069124,0.4994135281266908,0.0,0.5518014313950642,0.37388686569254265,0.5694007306169512
